adultetc                      : 0x08C19793
L672                          : 0x08C2BC56
L673                          : 0x08C2BC66
L674                          : 0x08C2BC76
L675                          : 0x08C2BC7E
L676                          : 0x08C2BE0F
L677                          : 0x08C2BEAF
L678                          : 0x08C2BF64
L679                          : 0x08C2C03D
L680                          : 0x08C2C0B2
L681                          : 0x08C2C158
L682                          : 0x08C2C22B
L683                          : 0x08C2C3C0
L684                          : 0x08C2C463
L685                          : 0x08C2C578
L686                          : 0x08C2C5C2
L687                          : 0x08C2CBEE
L688                          : 0x08C2CC41
L689                          : 0x08C2CC82
L690                          : 0x08C2CCC8
L691                          : 0x08C2CE8C
L692                          : 0x08C2CEE5
L693                          : 0x08C2CF12
L694                          : 0x08C2CF1A
L695                          : 0x08C2CF4C
L696                          : 0x08C2D055
L697                          : 0x08C2D088
L698                          : 0x08C2D0EB
L699                          : 0x08C2D141
L700                          : 0x08C2D1B2
L701                          : 0x08C2D1EC
L702                          : 0x08C2D21E
L703                          : 0x08C2D58B
L704                          : 0x08C2D5E7
L705                          : 0x08C2D5FF
L706                          : 0x08C2D685
L707                          : 0x08C2D6D5
L708                          : 0x08C2D798
L709                          : 0x08C2D86D
L710                          : 0x08C2D8E5
L711                          : 0x08C2D934
L712                          : 0x08C2DACF
L713                          : 0x08C2DC2A
L714                          : 0x08C2DCBA
L715                          : 0x08C2DE5B
L716                          : 0x08C2DEC6
L717                          : 0x08C2DF75
L718                          : 0x08C2E06E
L719                          : 0x08C2E0D5
L720                          : 0x08C2E0F4
L721                          : 0x08C2E0FC
L722                          : 0x08C2E104
L723                          : 0x08C2E16D
L724                          : 0x08C2E1E1
L725                          : 0x08C2E293
L726                          : 0x08C2E2A2
L727                          : 0x08C2E318
L728                          : 0x08C2E39C
L729                          : 0x08C2E556
L730                          : 0x08C2E5A8
L731                          : 0x08C2E680
L732                          : 0x08C2E688
L733                          : 0x08C2E6C6
L734                          : 0x08C2E7CC
L735                          : 0x08C2E81F
L736                          : 0x08C2E877
L737                          : 0x08C2E8DC
L738                          : 0x08C2E992
L739                          : 0x08C2EAD6
L740                          : 0x08C2EAE8
L741                          : 0x08C2EC51
L742                          : 0x08C2ECD2
L743                          : 0x08C2EE06
L744                          : 0x08C2EF54
L745                          : 0x08C2EF78
L746                          : 0x08C2EF9C
L747                          : 0x08C2EFA4
L748                          : 0x08C2EFB4
L749                          : 0x08C2EFBC
L750                          : 0x08C2F032
L751                          : 0x08C2F0BE
L752                          : 0x08C2F114
L753                          : 0x08C2F19B
L754                          : 0x08C2F230
L755                          : 0x08C2F2D9
L756                          : 0x08C2F316
L757                          : 0x08C2F377
L758                          : 0x08C2F3F6
L759                          : 0x08C2F482
L760                          : 0x08C2F4BC
L761                          : 0x08C2F4D4
L762                          : 0x08C2F50B
L763                          : 0x08C2F5C2
L764                          : 0x08C2F659
L765                          : 0x08C2F81C
